file_id,speaker_id,split,label,attack_id,protocol_file,audio_path
LA_E_5624178,LA_0038,eval,spoof,A07,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5624178.flac
LA_T_3445412,LA_0091,train,spoof,A02,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3445412.flac
LA_E_8439599,LA_0010,eval,spoof,A11,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8439599.flac
LA_E_6311219,LA_0031,eval,spoof,A12,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6311219.flac
LA_E_7562563,LA_0019,eval,spoof,A14,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7562563.flac
LA_E_3620523,LA_0044,eval,spoof,A08,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3620523.flac
LA_E_8008613,LA_0024,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8008613.flac
LA_E_4087472,LA_0002,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4087472.flac
LA_E_3044749,LA_0033,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3044749.flac
LA_E_3190126,LA_0041,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3190126.flac
LA_T_8434558,LA_0088,train,spoof,A03,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8434558.flac
LA_D_9533791,LA_0075,dev,spoof,A01,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9533791.flac
LA_T_9419819,LA_0088,train,spoof,A05,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9419819.flac
LA_T_9698582,LA_0084,train,spoof,A01,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_9698582.flac
LA_E_7829145,LA_0004,eval,spoof,A13,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7829145.flac
LA_E_2199189,LA_0037,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_2199189.flac
LA_T_6995687,LA_0083,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6995687.flac
LA_E_6502783,LA_0047,eval,spoof,A16,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6502783.flac
LA_E_3908474,LA_0033,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3908474.flac
LA_E_2288592,LA_0019,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_2288592.flac
LA_E_5275796,LA_0015,eval,spoof,A14,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5275796.flac
LA_D_7864042,LA_0075,dev,spoof,A04,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7864042.flac
LA_T_7600154,LA_0088,train,spoof,A06,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7600154.flac
LA_D_4579048,LA_0077,dev,spoof,A01,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4579048.flac
LA_E_3206570,LA_0004,eval,spoof,A14,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3206570.flac
LA_E_8844552,LA_0017,eval,spoof,A07,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8844552.flac
LA_E_8618227,LA_0005,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8618227.flac
LA_T_4898635,LA_0087,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4898635.flac
LA_T_8512706,LA_0097,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8512706.flac
LA_T_7708713,LA_0097,train,spoof,A05,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7708713.flac
LA_E_2837382,LA_0008,eval,spoof,A08,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_2837382.flac
LA_E_5680244,LA_0055,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5680244.flac
LA_E_1679834,LA_0009,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1679834.flac
LA_E_1006026,LA_0043,eval,spoof,A07,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1006026.flac
LA_E_6395672,LA_0033,eval,spoof,A11,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6395672.flac
LA_D_9516537,LA_0071,dev,spoof,A05,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9516537.flac
LA_T_2928786,LA_0095,train,spoof,A02,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2928786.flac
LA_E_1852684,LA_0064,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1852684.flac
LA_D_3932504,LA_0073,dev,spoof,A01,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3932504.flac
LA_E_1004704,LA_0035,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1004704.flac
LA_E_4468037,LA_0041,eval,spoof,A12,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4468037.flac
LA_E_4250629,LA_0016,eval,spoof,A15,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4250629.flac
LA_E_9356663,LA_0028,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9356663.flac
LA_D_1060354,LA_0072,dev,spoof,A03,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1060354.flac
LA_T_3267956,LA_0097,train,spoof,A01,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_3267956.flac
LA_D_2134167,LA_0078,dev,spoof,A06,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2134167.flac
LA_E_3292259,LA_0022,eval,spoof,A15,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3292259.flac
LA_E_6440632,LA_0025,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6440632.flac
LA_D_4401633,LA_0071,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4401633.flac
LA_E_4545721,LA_0042,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4545721.flac
LA_E_1876122,LA_0005,eval,spoof,A19,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1876122.flac
LA_E_6937172,LA_0015,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6937172.flac
LA_D_8308855,LA_0074,dev,spoof,A02,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8308855.flac
LA_D_9149883,LA_0074,dev,spoof,A03,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9149883.flac
LA_D_6796553,LA_0069,dev,spoof,A01,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6796553.flac
LA_E_9449584,LA_0034,eval,spoof,A07,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9449584.flac
LA_T_7539643,LA_0079,train,spoof,A04,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_7539643.flac
LA_E_1143332,LA_0029,eval,spoof,A08,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1143332.flac
LA_E_5575341,LA_0012,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5575341.flac
LA_E_1159671,LA_0033,eval,spoof,A11,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1159671.flac
LA_E_2865189,LA_0018,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_2865189.flac
LA_T_1406603,LA_0092,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1406603.flac
LA_T_4637300,LA_0082,train,spoof,A01,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4637300.flac
LA_T_6687243,LA_0098,train,spoof,A05,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6687243.flac
LA_E_1175743,LA_0040,eval,spoof,A12,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1175743.flac
LA_D_1592884,LA_0078,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1592884.flac
LA_E_5428304,LA_0006,eval,spoof,A14,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5428304.flac
LA_E_6166367,LA_0057,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6166367.flac
LA_E_9119508,LA_0033,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9119508.flac
LA_E_1730230,LA_0035,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1730230.flac
LA_E_4331174,LA_0012,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4331174.flac
LA_E_3385957,LA_0016,eval,spoof,A12,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3385957.flac
LA_D_3757479,LA_0077,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3757479.flac
LA_E_4790668,LA_0019,eval,spoof,A16,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4790668.flac
LA_D_2247699,LA_0069,dev,spoof,A03,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2247699.flac
LA_E_5075477,LA_0058,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5075477.flac
LA_D_3449245,LA_0078,dev,spoof,A03,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3449245.flac
LA_E_9530214,LA_0025,eval,spoof,A08,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9530214.flac
LA_D_2026367,LA_0101,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2026367.flac
LA_D_5397319,LA_0072,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5397319.flac
LA_E_6496672,LA_0043,eval,spoof,A11,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_6496672.flac
LA_E_2290155,LA_0036,eval,spoof,A11,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_2290155.flac
LA_D_3971945,LA_0101,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3971945.flac
LA_T_5638559,LA_0081,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_5638559.flac
LA_E_7542911,LA_0006,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7542911.flac
LA_D_7984329,LA_0075,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7984329.flac
LA_T_1447757,LA_0098,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1447757.flac
LA_D_3695500,LA_0077,dev,spoof,A06,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3695500.flac
LA_T_8844940,LA_0092,train,spoof,A02,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8844940.flac
LA_E_1768905,LA_0026,eval,spoof,A17,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1768905.flac
LA_D_1924915,LA_0071,dev,spoof,A02,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1924915.flac
LA_E_7677304,LA_0007,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7677304.flac
LA_E_9100077,LA_0024,eval,spoof,A13,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9100077.flac
LA_T_1325413,LA_0079,train,spoof,A02,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_1325413.flac
LA_E_4516114,LA_0009,eval,spoof,A13,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4516114.flac
LA_E_5807828,LA_0042,eval,spoof,A13,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5807828.flac
LA_T_2715624,LA_0089,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_2715624.flac
LA_E_1221490,LA_0033,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1221490.flac
LA_E_8950980,LA_0046,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8950980.flac
LA_T_8098525,LA_0094,train,spoof,A06,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_8098525.flac
LA_E_9012266,LA_0006,eval,spoof,A14,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9012266.flac
LA_E_5070514,LA_0035,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5070514.flac
LA_E_5911852,LA_0068,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5911852.flac
LA_E_7712906,LA_0016,eval,spoof,A10,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7712906.flac
LA_E_7570712,LA_0039,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_7570712.flac
LA_E_1349899,LA_0030,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1349899.flac
LA_D_2542779,LA_0073,dev,spoof,A02,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2542779.flac
LA_E_4825574,LA_0003,eval,spoof,A18,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4825574.flac
LA_T_6869350,LA_0098,train,spoof,A02,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_6869350.flac
LA_E_4794129,LA_0048,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_4794129.flac
LA_E_1265930,LA_0006,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1265930.flac
LA_E_8341227,LA_0042,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8341227.flac
LA_E_5797965,LA_0024,eval,spoof,A16,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_5797965.flac
LA_E_9904621,LA_0026,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9904621.flac
LA_E_8863893,LA_0063,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_8863893.flac
LA_E_9471196,LA_0022,eval,spoof,A19,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_9471196.flac
LA_T_4111857,LA_0080,train,bonafide,,ASVspoof2019.LA.cm.train.trn.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_train\flac\LA_T_4111857.flac
LA_E_1089604,LA_0027,eval,spoof,A09,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1089604.flac
LA_E_3206825,LA_0004,eval,spoof,A12,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3206825.flac
LA_E_1473225,LA_0027,eval,bonafide,,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_1473225.flac
LA_E_3817698,LA_0032,eval,spoof,A07,ASVspoof2019.LA.cm.eval.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_eval\flac\LA_E_3817698.flac
LA_D_8183126,LA_0078,dev,bonafide,,ASVspoof2019.LA.cm.dev.trl.txt,D:\Download\DAP391m\demo\data\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8183126.flac
